                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.73353,                 1.2421,                0.44808,                0.92163,                 0.7641,                 0.6703,                0.71743,                0.45422,                0.76487,                0.65242,                0.70229,                0.37769,                    1.2,                 2.2565,                0.92995,                 1.2432,              0.0007195,              0.0007195,              0.0007195
                     87,                0.73156,                  1.234,                0.45061,                0.92039,                0.77244,                0.66067,                0.71788,                0.45516,                0.76444,                0.65283,                0.70456,                0.37934,                 1.1996,                 2.2605,                0.92884,                  1.245,              0.0007162,              0.0007162,              0.0007162
                     88,                0.72869,                   1.23,                0.44832,                0.91911,                0.77903,                0.65681,                0.71789,                0.45501,                0.76983,                0.64864,                0.70393,                0.37921,                  1.199,                 2.2585,                0.92795,                 1.2463,              0.0007129,              0.0007129,              0.0007129
                     89,                0.72736,                 1.2303,                0.44526,                0.92034,                0.77722,                0.65863,                0.71773,                0.45481,                 0.7771,                0.64265,                0.70329,                0.37943,                 1.1984,                 2.2616,                0.92872,                 1.2464,              0.0007096,              0.0007096,              0.0007096
                     90,                 0.7211,                 1.2164,                 0.4423,                0.91624,                0.75436,                0.68006,                0.71899,                0.45476,                0.75604,                0.65799,                0.70422,                0.38026,                 1.1966,                 2.2617,                0.92733,                 1.2463,              0.0007063,              0.0007063,              0.0007063
                     91,                0.72153,                 1.2122,                0.44008,                0.91739,                0.77536,                0.66198,                0.71829,                0.45436,                0.77068,                0.65254,                0.70583,                0.38003,                 1.1977,                 2.2698,                 0.9261,                 1.2491,               0.000703,               0.000703,               0.000703
                     92,                0.72039,                 1.2111,                0.44012,                0.91604,                0.76329,                0.66979,                0.71495,                0.45434,                0.75549,                0.66169,                0.70497,                0.37895,                 1.1982,                 2.2712,                0.92568,                 1.2519,              0.0006997,              0.0006997,              0.0006997
                     93,                0.71854,                  1.213,                0.43778,                0.91297,                0.76833,                0.66712,                0.71589,                0.45499,                0.76081,                 0.6584,                0.70379,                0.37971,                 1.1982,                 2.2731,                 0.9264,                 1.2521,              0.0006964,              0.0006964,              0.0006964
                     94,                0.71612,                 1.2102,                0.43614,                0.91217,                0.77001,                0.66899,                0.71636,                0.45528,                0.76224,                0.66098,                 0.7061,                0.37946,                 1.1993,                 2.2745,                  0.925,                 1.2536,              0.0006931,              0.0006931,              0.0006931
                     95,                0.71615,                 1.2067,                 0.4355,                0.91222,                0.77415,                0.66976,                0.71678,                0.45605,                  0.768,                0.65792,                0.70558,                0.38061,                 1.2021,                 2.2769,                0.92481,                 1.2557,              0.0006898,              0.0006898,              0.0006898
