                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                  1.048,                 1.5752,                0.81122,                 1.1384,                 0.5101,                0.40864,                 0.4079,                 0.2041,                0.49281,                0.39683,                0.38333,                0.15933,                 1.6838,                 2.9975,                 1.6655,                 1.6412,               0.008878,               0.008878,               0.008878
                     36,                 1.0408,                 1.5609,                0.80698,                 1.1335,                0.50155,                0.42036,                 0.4023,                0.20097,                0.48609,                 0.3995,                 0.3777,                0.15562,                 1.6794,                 2.9945,                 1.6692,                 1.6423,               0.008845,               0.008845,               0.008845
                     37,                 1.0389,                 1.5555,                0.80369,                 1.1332,                0.52774,                0.41491,                0.41348,                 0.2076,                0.50925,                 0.3924,                  0.387,                0.16061,                 1.6798,                  2.992,                  1.662,                 1.6394,               0.008812,               0.008812,               0.008812
                     38,                 1.0362,                 1.5521,                0.80177,                  1.133,                0.50271,                 0.4249,                0.41147,                0.20622,                0.49174,                0.40048,                0.38284,                0.15915,                 1.6774,                 2.9864,                 1.6561,                 1.6405,               0.008779,               0.008779,               0.008779
                     39,                 1.0372,                 1.5547,                0.80008,                 1.1332,                0.50712,                0.41367,                0.40493,                0.20186,                0.49951,                0.39727,                0.38197,                0.15767,                 1.6791,                  2.989,                 1.6541,                 1.6405,               0.008746,               0.008746,               0.008746
                     40,                 1.0323,                 1.5413,                0.79689,                 1.1308,                0.52036,                0.41169,                0.41589,                0.20771,                0.50298,                0.39894,                0.38743,                0.15982,                 1.6781,                 2.9875,                 1.6479,                 1.6367,               0.008713,               0.008713,               0.008713
                     41,                 1.0269,                 1.5342,                0.79428,                 1.1279,                0.52792,                0.41695,                  0.415,                0.20667,                0.52029,                0.39426,                0.38494,                0.16063,                 1.6742,                 2.9847,                 1.6484,                 1.6378,                0.00868,                0.00868,                0.00868
                     42,                 1.0261,                 1.5301,                0.79006,                  1.126,                0.50967,                0.41522,                0.41523,                0.20788,                0.50576,                0.39799,                0.38917,                0.16299,                 1.6804,                 2.9819,                 1.6483,                 1.6502,               0.008647,               0.008647,               0.008647
                     43,                 1.0239,                 1.5256,                0.78545,                 1.1253,                0.49868,                0.42378,                0.41173,                0.20759,                0.49488,                0.40265,                0.38515,                0.16164,                 1.6755,                 2.9865,                 1.6485,                 1.6431,               0.008614,               0.008614,               0.008614
                     44,                 1.0228,                  1.531,                0.78574,                 1.1249,                0.52609,                0.41929,                0.42432,                0.21246,                0.50782,                0.39891,                0.39242,                0.16598,                 1.6725,                 2.9808,                 1.6378,                 1.6393,               0.008581,               0.008581,               0.008581
