                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.82038,                 1.3405,                0.49756,                0.97764,                0.78701,                0.66802,                 0.7315,                0.46728,                0.80121,                0.64407,                0.71324,                0.38634,                 1.1849,                 2.1776,                0.89684,                  1.251,               0.008251,               0.008251,               0.008251
                     55,                0.82184,                 1.3473,                0.49953,                0.97775,                0.79126,                0.67971,                 0.7345,                0.46697,                0.78235,                0.66966,                0.71956,                0.38976,                 1.1955,                 2.1804,                0.88958,                 1.2635,               0.008218,               0.008218,               0.008218
                     56,                0.81488,                 1.3299,                 0.4926,                 0.9747,                0.79909,                0.66951,                0.73274,                0.46959,                0.79466,                 0.6623,                0.72138,                0.39118,                 1.1968,                  2.209,                 0.8954,                 1.2671,               0.008185,               0.008185,               0.008185
                     57,                0.81393,                 1.3332,                0.49031,                0.97186,                0.79415,                 0.6736,                0.73353,                0.46688,                0.78891,                0.66687,                 0.7216,                0.38868,                 1.1932,                 2.2045,                 0.8888,                 1.2659,               0.008152,               0.008152,               0.008152
                     58,                0.81139,                 1.3226,                0.48588,                0.96967,                0.79064,                0.66706,                0.73202,                0.46881,                0.79075,                0.65689,                 0.7239,                0.38982,                 1.1968,                 2.1986,                 0.9002,                 1.2636,               0.008119,               0.008119,               0.008119
                     59,                 0.8073,                 1.3106,                0.48761,                0.96707,                0.75673,                0.69221,                0.72965,                0.46747,                0.77559,                0.65587,                0.71414,                0.38767,                 1.1944,                 2.2135,                0.89177,                 1.2682,               0.008086,               0.008086,               0.008086
                     60,                0.80565,                 1.3079,                0.48185,                0.96742,                0.80725,                0.66424,                0.73575,                 0.4727,                0.79579,                0.66072,                0.72218,                 0.3897,                 1.1899,                 2.2148,                0.88057,                 1.2634,               0.008053,               0.008053,               0.008053
                     61,                0.80442,                 1.3068,                0.48387,                0.96112,                0.77394,                0.69053,                0.73069,                0.47148,                0.77441,                0.68019,                0.71941,                0.39143,                 1.1921,                 2.2109,                0.87949,                 1.2621,                0.00802,                0.00802,                0.00802
                     62,                0.80015,                 1.3026,                0.48016,                0.96437,                0.77709,                0.68214,                 0.7311,                0.47138,                0.77412,                0.67515,                 0.7185,                0.39091,                 1.1932,                 2.2134,                0.88553,                  1.267,               0.007987,               0.007987,               0.007987
                     63,                0.79673,                 1.2931,                0.47687,                0.96329,                0.79482,                0.68181,                0.73516,                0.47383,                0.78601,                0.66815,                0.71978,                0.39129,                 1.1896,                 2.2073,                0.87799,                 1.2624,               0.007954,               0.007954,               0.007954
                     64,                0.79293,                 1.2845,                0.47183,                0.96064,                0.78135,                0.68732,                 0.7362,                0.47652,                0.79194,                  0.658,                0.71871,                0.39095,                 1.1848,                 2.1976,                0.87229,                 1.2591,               0.007921,               0.007921,               0.007921
                     65,                0.78757,                 1.2808,                0.46846,                 0.9566,                0.78832,                0.68271,                0.73527,                0.47549,                0.77718,                0.67241,                0.71907,                0.39138,                  1.182,                 2.2041,                0.87937,                 1.2586,               0.007888,               0.007888,               0.007888
                     66,                0.78381,                 1.2668,                0.46897,                0.95387,                0.79152,                0.67626,                0.73836,                0.47599,                0.78196,                0.66321,                0.72127,                0.39301,                 1.1836,                 2.2114,                0.87903,                 1.2665,               0.007855,               0.007855,               0.007855
                     67,                0.78392,                 1.2728,                0.46701,                0.95592,                0.80066,                 0.6745,                0.73964,                0.47586,                 0.7881,                0.66346,                0.72175,                0.39356,                 1.1853,                 2.2138,                0.87328,                  1.268,               0.007822,               0.007822,               0.007822
                     68,                0.78014,                 1.2625,                0.46422,                0.95431,                0.79039,                0.68429,                0.74027,                0.48044,                0.78624,                0.67023,                0.72566,                 0.3986,                 1.1831,                 2.2132,                0.87002,                 1.2663,               0.007789,               0.007789,               0.007789
                     69,                0.77758,                 1.2614,                0.46196,                0.95061,                0.77616,                0.69079,                0.74141,                0.48149,                0.78669,                0.67095,                0.72685,                 0.3973,                 1.1843,                 2.2066,                0.86739,                 1.2646,               0.007756,               0.007756,               0.007756
                     70,                 0.7768,                 1.2609,                0.45934,                0.94963,                0.78367,                0.69528,                0.74314,                0.47915,                0.77549,                0.68284,                0.72798,                0.39764,                 1.1866,                 2.2169,                0.87203,                 1.2707,               0.007723,               0.007723,               0.007723
                     71,                0.77129,                 1.2487,                0.45667,                0.95013,                0.78817,                0.68954,                0.74179,                0.47943,                0.77824,                0.68076,                0.72777,                 0.3971,                 1.1856,                  2.207,                0.87269,                 1.2685,                0.00769,                0.00769,                0.00769
                     72,                0.76938,                 1.2454,                0.45366,                0.94863,                0.80761,                0.67373,                0.74241,                0.48038,                0.80024,                0.66511,                0.72836,                0.39838,                 1.1828,                 2.2134,                 0.8617,                 1.2699,               0.007657,               0.007657,               0.007657
                     73,                0.76696,                 1.2422,                0.45305,                0.94713,                0.80431,                0.68377,                0.73916,                0.47736,                0.78812,                0.67988,                 0.7235,                0.39639,                 1.1809,                 2.2164,                0.86543,                 1.2677,               0.007624,               0.007624,               0.007624
                     74,                0.76543,                 1.2364,                0.45385,                0.94597,                0.79754,                0.68689,                0.73987,                0.47824,                0.80177,                0.67344,                 0.7266,                0.39497,                 1.1804,                 2.2212,                 0.8671,                  1.264,               0.007591,               0.007591,               0.007591
                     75,                0.76173,                 1.2318,                0.44982,                0.94318,                0.79931,                0.69119,                0.74128,                0.47892,                0.79706,                0.67889,                0.72751,                0.39725,                 1.1783,                 2.2193,                0.86379,                 1.2621,               0.007558,               0.007558,               0.007558
                     76,                0.75828,                 1.2228,                  0.448,                0.94546,                0.79514,                0.69192,                0.74197,                0.47948,                  0.807,                0.67295,                0.72893,                0.39737,                 1.1764,                 2.2243,                0.85917,                 1.2695,               0.007525,               0.007525,               0.007525
                     77,                0.75693,                 1.2205,                0.44304,                0.94474,                0.79813,                0.68362,                 0.7393,                0.47773,                0.79039,                0.67685,                0.72723,                0.39641,                 1.1792,                 2.2226,                 0.8616,                  1.276,               0.007492,               0.007492,               0.007492
                     78,                0.75226,                 1.2122,                0.44273,                0.93975,                0.79787,                0.67909,                0.73682,                0.47786,                 0.7909,                0.66877,                0.72024,                0.39578,                 1.1791,                 2.2312,                 0.8661,                 1.2752,               0.007459,               0.007459,               0.007459
                     79,                0.74866,                 1.2083,                0.44177,                0.93917,                0.79653,                0.67904,                0.73861,                0.47923,                0.79665,                0.66175,                0.72176,                0.39635,                  1.179,                 2.2347,                0.86629,                 1.2718,               0.007426,               0.007426,               0.007426
                     80,                 0.7451,                 1.2017,                0.43645,                0.93916,                0.78073,                0.69424,                0.73918,                 0.4804,                0.77125,                0.68384,                0.72222,                0.39755,                 1.1734,                 2.2385,                0.86376,                  1.267,               0.007393,               0.007393,               0.007393
                     81,                 0.7499,                 1.2087,                 0.4395,                0.93911,                0.81487,                0.67214,                0.73847,                0.48014,                0.80503,                0.66433,                0.72446,                0.39869,                 1.1735,                 2.2323,                0.86114,                 1.2693,                0.00736,                0.00736,                0.00736
                     82,                0.74497,                 1.2026,                0.43592,                0.93455,                0.80666,                0.68151,                0.73818,                0.48093,                 0.8008,                0.67042,                0.72336,                0.39979,                  1.174,                 2.2357,                0.86035,                 1.2651,               0.007327,               0.007327,               0.007327
                     83,                0.74124,                 1.1986,                0.43316,                0.93306,                0.81236,                 0.6799,                0.74046,                0.48248,                0.80366,                 0.6705,                0.72501,                0.40001,                 1.1742,                 2.2411,                0.85858,                 1.2666,               0.007294,               0.007294,               0.007294
                     84,                 0.7409,                 1.1972,                0.43105,                0.93498,                0.80439,                0.68047,                 0.7392,                0.48134,                0.79825,                0.67198,                0.72462,                0.39832,                 1.1766,                 2.2548,                0.85903,                 1.2696,               0.007261,               0.007261,               0.007261
                     85,                0.73584,                 1.1888,                0.43089,                0.93326,                0.79208,                0.69089,                0.73864,                0.48186,                0.78401,                0.68324,                0.72579,                0.39997,                 1.1784,                 2.2572,                0.86085,                 1.2745,               0.007228,               0.007228,               0.007228
                     86,                0.73704,                 1.1818,                0.42782,                0.93449,                0.79724,                0.68339,                0.74004,                0.48246,                0.80231,                0.67034,                0.72735,                0.40095,                 1.1774,                 2.2606,                0.85552,                 1.2758,               0.007195,               0.007195,               0.007195
                     87,                0.73421,                 1.1774,                0.42976,                0.93024,                0.78185,                0.69992,                 0.7409,                0.48258,                0.78045,                0.68178,                0.72521,                0.40117,                 1.1797,                 2.2663,                0.85495,                  1.277,               0.007162,               0.007162,               0.007162
                     88,                0.73175,                 1.1706,                 0.4237,                0.92869,                  0.792,                0.69252,                0.74168,                0.48284,                0.78903,                0.68192,                0.72798,                0.40064,                 1.1813,                 2.2729,                0.85382,                 1.2814,               0.007129,               0.007129,               0.007129
                     89,                0.72957,                  1.176,                0.42481,                0.92992,                0.79757,                0.68766,                 0.7409,                0.48107,                0.78798,                0.67887,                0.72619,                0.39921,                  1.181,                 2.2723,                0.85372,                 1.2803,               0.007096,               0.007096,               0.007096
                     90,                0.72603,                  1.163,                0.42115,                0.92636,                0.80939,                0.68109,                0.74103,                 0.4807,                0.80136,                 0.6708,                0.72586,                0.39741,                 1.1784,                 2.2735,                0.85582,                  1.279,               0.007063,               0.007063,               0.007063
                     91,                0.72743,                  1.165,                0.42272,                0.93078,                0.78419,                0.69571,                0.73966,                 0.4805,                0.77828,                0.68924,                0.72793,                0.39825,                 1.1789,                 2.2778,                0.85529,                 1.2809,                0.00703,                0.00703,                0.00703
                     92,                0.71989,                  1.162,                0.41904,                0.92434,                0.78209,                0.69639,                0.74161,                0.48213,                0.77798,                0.68278,                0.72829,                0.39891,                 1.1785,                 2.2836,                  0.854,                 1.2816,               0.006997,               0.006997,               0.006997
                     93,                  0.723,                 1.1574,                 0.4203,                0.92472,                0.79659,                0.68721,                0.73988,                0.48098,                0.79095,                0.67821,                0.72525,                0.39751,                 1.1761,                 2.2868,                 0.8547,                 1.2792,               0.006964,               0.006964,               0.006964
                     94,                0.71777,                 1.1558,                 0.4189,                0.92273,                0.80083,                0.68282,                0.73942,                0.48141,                0.79422,                0.67065,                0.72487,                0.39805,                 1.1766,                  2.288,                0.85466,                  1.281,               0.006931,               0.006931,               0.006931
