                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 0.9925,                  1.462,                0.75579,                 1.1077,                0.54986,                0.42253,                0.43728,                0.22037,                0.56272,                0.41168,                0.41531,                0.17369,                 1.6683,                 2.9648,                  1.602,                 1.6339,               0.004456,               0.004456,               0.004456
                     58,                 0.9865,                 1.4533,                0.74803,                 1.1047,                0.55953,                0.42568,                0.44524,                0.22272,                0.56262,                0.40578,                0.41397,                0.17424,                 1.6667,                 2.9561,                 1.5988,                 1.6323,               0.004357,               0.004357,               0.004357
                     59,                0.98655,                 1.4565,                0.74597,                 1.1038,                0.54461,                0.44039,                0.44562,                0.22416,                0.52554,                0.42376,                0.41442,                0.17586,                 1.6655,                 2.9565,                 1.5952,                 1.6327,               0.004258,               0.004258,               0.004258
                     60,                0.98572,                 1.4559,                0.74614,                 1.1057,                0.54364,                0.43745,                0.44571,                0.22518,                0.53927,                0.40957,                 0.4176,                0.17729,                 1.6629,                 2.9558,                 1.5884,                 1.6295,               0.004159,               0.004159,               0.004159
                     61,                0.98255,                 1.4489,                0.74418,                 1.1048,                0.57089,                0.42577,                0.44819,                0.22654,                0.55398,                0.41044,                0.41922,                0.17709,                 1.6656,                 2.9572,                 1.5909,                 1.6325,                0.00406,                0.00406,                0.00406
                     62,                0.98035,                 1.4428,                0.74107,                 1.1026,                0.57163,                0.41826,                0.44545,                0.22487,                0.56024,                0.39937,                0.41555,                0.17545,                 1.6664,                 2.9592,                 1.5921,                 1.6301,               0.003961,               0.003961,               0.003961
                     63,                0.98241,                 1.4453,                0.74042,                 1.1032,                0.56939,                0.42397,                0.44773,                0.22524,                0.54457,                0.41117,                0.41715,                0.17795,                 1.6657,                 2.9519,                 1.5874,                 1.6313,               0.003862,               0.003862,               0.003862
                     64,                0.97812,                 1.4371,                0.73643,                 1.0992,                 0.5475,                0.43945,                0.44787,                0.22321,                0.53259,                0.41637,                0.41481,                0.17557,                  1.664,                 2.9432,                 1.5816,                 1.6288,               0.003763,               0.003763,               0.003763
                     65,                0.97685,                 1.4393,                0.73805,                 1.0998,                0.55306,                0.43311,                0.44623,                0.22416,                0.54874,                0.40513,                0.41658,                0.17694,                 1.6619,                 2.9498,                 1.5843,                  1.628,               0.003664,               0.003664,               0.003664
                     66,                0.97915,                 1.4369,                0.73499,                  1.097,                0.53828,                0.43483,                0.44461,                0.22395,                 0.5192,                0.41731,                0.41504,                0.17566,                 1.6619,                 2.9427,                 1.5816,                 1.6272,               0.003565,               0.003565,               0.003565
                     67,                0.97524,                  1.424,                0.73548,                 1.0989,                0.55334,                0.43165,                0.44691,                 0.2239,                0.55821,                0.40297,                0.41674,                0.17602,                 1.6618,                  2.945,                 1.5828,                 1.6292,               0.003466,               0.003466,               0.003466
                     68,                0.97077,                 1.4195,                0.73227,                 1.0954,                0.55407,                0.43209,                0.44633,                0.22327,                0.53414,                0.41307,                0.41211,                0.17561,                 1.6596,                 2.9472,                  1.582,                 1.6273,               0.003367,               0.003367,               0.003367
                     69,                0.97384,                 1.4293,                 0.7352,                 1.1004,                0.55189,                0.43087,                0.44975,                0.22513,                0.55483,                0.40432,                0.41748,                0.17752,                 1.6591,                 2.9462,                 1.5777,                 1.6264,               0.003268,               0.003268,               0.003268
                     70,                0.96851,                 1.4166,                0.72887,                 1.0957,                0.56887,                0.42452,                0.44929,                0.22449,                0.55243,                0.40547,                 0.4156,                0.17761,                 1.6574,                 2.9444,                 1.5747,                 1.6268,               0.003169,               0.003169,               0.003169
                     71,                0.96932,                 1.4234,                0.72757,                 1.0958,                0.56888,                 0.4281,                0.45365,                0.22764,                0.55646,                0.40765,                0.42098,                0.17957,                 1.6568,                 2.9435,                 1.5755,                 1.6256,                0.00307,                0.00307,                0.00307
                     72,                0.97245,                 1.4202,                0.72842,                 1.0977,                0.56995,                0.43181,                0.45333,                0.22657,                0.56184,                0.41111,                0.41964,                 0.1778,                 1.6582,                 2.9431,                 1.5777,                 1.6273,               0.002971,               0.002971,               0.002971
                     73,                0.96341,                 1.4083,                 0.7254,                 1.0959,                0.57544,                0.42773,                0.45432,                0.22685,                0.55734,                0.40986,                0.42233,                0.17888,                 1.6596,                  2.944,                 1.5782,                 1.6275,               0.002872,               0.002872,               0.002872
                     74,                0.96868,                 1.4205,                0.72765,                 1.0993,                0.56063,                0.43779,                0.45152,                0.22508,                0.55462,                0.41422,                0.42127,                 0.1784,                 1.6596,                 2.9408,                 1.5756,                 1.6268,               0.002773,               0.002773,               0.002773
                     75,                0.96348,                 1.4115,                0.72214,                 1.0938,                 0.5728,                0.43059,                0.45258,                 0.2255,                0.55863,                0.40835,                  0.419,                0.17892,                 1.6561,                 2.9392,                 1.5737,                 1.6235,               0.002674,               0.002674,               0.002674
                     76,                0.96301,                 1.4027,                0.71904,                 1.0912,                  0.564,                0.44294,                0.45521,                0.22756,                 0.5486,                0.41604,                0.42118,                0.17973,                 1.6562,                 2.9393,                 1.5716,                 1.6252,               0.002575,               0.002575,               0.002575
                     77,                0.96007,                 1.4033,                0.72203,                 1.0934,                0.57733,                0.43356,                0.45484,                0.22886,                0.56405,                0.41209,                0.42073,                0.18032,                 1.6562,                 2.9423,                 1.5691,                 1.6238,               0.002476,               0.002476,               0.002476
                     78,                0.95629,                 1.3966,                0.71791,                 1.0909,                0.57434,                 0.4327,                0.45416,                0.22912,                0.56358,                0.41122,                 0.4192,                0.17992,                 1.6564,                 2.9386,                 1.5695,                 1.6249,               0.002377,               0.002377,               0.002377
                     79,                0.95309,                 1.3844,                0.71191,                 1.0868,                0.57584,                0.43279,                0.45427,                0.22847,                0.55581,                0.41546,                 0.4209,                0.17935,                 1.6568,                 2.9368,                 1.5708,                  1.625,               0.002278,               0.002278,               0.002278
                     80,                0.95153,                 1.3877,                0.71296,                 1.0882,                0.57525,                0.43087,                0.45397,                0.22825,                 0.5634,                  0.409,                0.42025,                0.17828,                 1.6567,                 2.9383,                 1.5686,                  1.625,               0.002179,               0.002179,               0.002179
                     81,                   0.95,                 1.3773,                 0.7117,                 1.0886,                0.59648,                0.42445,                0.45438,                0.22789,                0.58153,                0.40843,                0.42217,                0.17912,                 1.6555,                 2.9404,                 1.5672,                  1.624,                0.00208,                0.00208,                0.00208
                     82,                0.94973,                 1.3801,                0.70991,                 1.0868,                0.58701,                0.43169,                0.45321,                0.22741,                0.57439,                0.41497,                0.42247,                0.17917,                 1.6556,                 2.9391,                 1.5677,                 1.6243,               0.001981,               0.001981,               0.001981
                     83,                0.95052,                 1.3787,                0.70913,                 1.0868,                0.59134,                0.42917,                0.45487,                0.22867,                0.57044,                0.41195,                0.42226,                0.18008,                 1.6538,                  2.938,                 1.5658,                 1.6228,               0.001882,               0.001882,               0.001882
                     84,                 0.9475,                  1.378,                 0.7058,                 1.0852,                0.58888,                0.42959,                0.45516,                0.22875,                 0.5673,                 0.4144,                 0.4236,                0.18017,                 1.6541,                 2.9381,                 1.5656,                 1.6232,               0.001783,               0.001783,               0.001783
                     85,                 0.9506,                 1.3763,                0.70711,                 1.0864,                0.58691,                0.43395,                0.45496,                0.22847,                0.56363,                0.42116,                0.42553,                0.18036,                  1.655,                 2.9381,                 1.5638,                 1.6244,               0.001684,               0.001684,               0.001684
                     86,                0.95068,                 1.3779,                0.70773,                 1.0861,                0.58283,                0.43504,                0.45423,                0.22857,                0.56683,                0.42099,                0.42428,                0.17998,                 1.6552,                 2.9372,                 1.5632,                 1.6234,               0.001585,               0.001585,               0.001585
                     87,                0.94826,                 1.3771,                0.70694,                 1.0891,                0.58095,                0.43435,                0.45622,                0.22907,                 0.5679,                0.41848,                0.42687,                0.18047,                 1.6554,                 2.9375,                 1.5616,                 1.6238,               0.001486,               0.001486,               0.001486
